           T(s)              1              2              3              4              5              6              7
       6600.000  0.1220000E+04  0.1520000E+04  0.1260000E+04  0.1620000E+04  0.1860000E+04  0.1870000E+04  0.2030000E+04
       6900.000  0.1220000E+04  0.1520000E+04  0.1260000E+04  0.1620000E+04  0.1860000E+04  0.1870000E+04  0.2030000E+04
       7200.000  0.1220000E+04  0.1520000E+04  0.1260000E+04  0.1620000E+04  0.1860000E+04  0.1870000E+04  0.2030000E+04
       7500.000  0.1220000E+04  0.1520000E+04  0.1260000E+04  0.1620000E+04  0.1860000E+04  0.1870000E+04  0.2030000E+04
       7800.000  0.1220000E+04  0.1520000E+04  0.1260000E+04  0.1620000E+04  0.1860000E+04  0.1870000E+04  0.2030000E+04
       8100.000  0.1220000E+04  0.1520000E+04  0.1260000E+04  0.1620000E+04  0.1860000E+04  0.1870000E+04  0.2030000E+04
       8400.000  0.1220000E+04  0.1520000E+04  0.1260000E+04  0.1620000E+04  0.1860000E+04  0.1870000E+04  0.2030000E+04
       8700.000  0.1220000E+04  0.1520000E+04  0.1260000E+04  0.1620000E+04  0.1860000E+04  0.1870000E+04  0.2030000E+04
       9000.000  0.1220000E+04  0.1520000E+04  0.1260000E+04  0.1620000E+04  0.1860000E+04  0.1870000E+04  0.2030000E+04
       9300.000  0.1220000E+04  0.1520000E+04  0.1260000E+04  0.1620000E+04  0.1860000E+04  0.1870000E+04  0.2030000E+04
       9600.000  0.1220000E+04  0.1520000E+04  0.1260000E+04  0.1620000E+04  0.1860000E+04  0.1870000E+04  0.2030000E+04
       9900.000  0.1220000E+04  0.1520000E+04  0.1260000E+04  0.1620000E+04  0.1860000E+04  0.1870000E+04  0.2030000E+04
      10200.000  0.1220000E+04  0.1520000E+04  0.1260000E+04  0.1620000E+04  0.1860000E+04  0.1870000E+04  0.2030000E+04
      10500.000  0.1220000E+04  0.1520000E+04  0.1260000E+04  0.1620000E+04  0.1860000E+04  0.1870000E+04  0.2030000E+04
      10800.000  0.1220000E+04  0.1520000E+04  0.1260000E+04  0.1620000E+04  0.1860000E+04  0.1870000E+04  0.2030000E+04
      11100.000  0.1220000E+04  0.1520000E+04  0.1260000E+04  0.1620000E+04  0.1860000E+04  0.1870000E+04  0.2030000E+04
      11400.000  0.1220000E+04  0.1520000E+04  0.1260000E+04  0.1620000E+04  0.1860000E+04  0.1870000E+04  0.2030000E+04
      11700.000  0.1220000E+04  0.1520000E+04  0.1260000E+04  0.1620000E+04  0.1860000E+04  0.1870000E+04  0.2030000E+04
      12000.000  0.1220000E+04  0.1520000E+04  0.1260000E+04  0.1620000E+04  0.1860000E+04  0.1870000E+04  0.2030000E+04
      12300.000  0.1220000E+04  0.1520000E+04  0.1260000E+04  0.1620000E+04  0.1860000E+04  0.1870000E+04  0.2030000E+04
      12600.000  0.1220000E+04  0.1520000E+04  0.1260000E+04  0.1620000E+04  0.1860000E+04  0.1870000E+04  0.2030000E+04
      12900.000  0.1220000E+04  0.1520000E+04  0.1260000E+04  0.1620000E+04  0.1860000E+04  0.1870000E+04  0.2030000E+04
      13200.000  0.1220000E+04  0.1520000E+04  0.1260000E+04  0.1620000E+04  0.1860000E+04  0.1870000E+04  0.2030000E+04
      13500.000  0.1220000E+04  0.1520000E+04  0.1260000E+04  0.1620000E+04  0.1860000E+04  0.1870000E+04  0.2030000E+04
      13800.000  0.1220000E+04  0.1520000E+04  0.1260000E+04  0.1620000E+04  0.1860000E+04  0.1870000E+04  0.2030000E+04
      14100.000  0.1220000E+04  0.1520000E+04  0.1260000E+04  0.1620000E+04  0.1860000E+04  0.1870000E+04  0.2030000E+04
      14400.000  0.1220000E+04  0.1520000E+04  0.1260000E+04  0.1620000E+04  0.1860000E+04  0.1870000E+04  0.2030000E+04
      14700.000  0.1220000E+04  0.1520000E+04  0.1260000E+04  0.1620000E+04  0.1860000E+04  0.1870000E+04  0.2030000E+04
      15000.000  0.1220000E+04  0.1520000E+04  0.1260000E+04  0.1620000E+04  0.1860000E+04  0.1870000E+04  0.2030000E+04
      15300.000  0.1220000E+04  0.1520000E+04  0.1260000E+04  0.1620000E+04  0.1860000E+04  0.1870000E+04  0.2030000E+04
      15600.000  0.1220000E+04  0.1520000E+04  0.1260000E+04  0.1620000E+04  0.1860000E+04  0.1870000E+04  0.2030000E+04
      15900.000  0.1220000E+04  0.1520000E+04  0.1260000E+04  0.1620000E+04  0.1860000E+04  0.1870000E+04  0.2030000E+04
      16200.000  0.1220000E+04  0.1520000E+04  0.1260000E+04  0.1620000E+04  0.1860000E+04  0.1870000E+04  0.2030000E+04
      16500.000  0.1220000E+04  0.1520000E+04  0.1260000E+04  0.1620000E+04  0.1860000E+04  0.1870000E+04  0.2030000E+04
      16800.000  0.1220000E+04  0.1520000E+04  0.1260000E+04  0.1620000E+04  0.1860000E+04  0.1870000E+04  0.2030000E+04
      17100.000  0.1220000E+04  0.1520000E+04  0.1260000E+04  0.1620000E+04  0.1860000E+04  0.1870000E+04  0.2030000E+04
      17400.000  0.1220000E+04  0.1520000E+04  0.1260000E+04  0.1620000E+04  0.1860000E+04  0.1870000E+04  0.2030000E+04
      17700.000  0.1220000E+04  0.1520000E+04  0.1260000E+04  0.1620000E+04  0.1860000E+04  0.1870000E+04  0.2030000E+04
      18000.000  0.1220000E+04  0.1520000E+04  0.1260000E+04  0.1620000E+04  0.1860000E+04  0.1870000E+04  0.2030000E+04
      18300.000  0.1220000E+04  0.1520000E+04  0.1260000E+04  0.1620000E+04  0.1860000E+04  0.1870000E+04  0.2030000E+04
      18600.000  0.1220000E+04  0.1520000E+04  0.1260000E+04  0.1620000E+04  0.1860000E+04  0.1870000E+04  0.2030000E+04
      18900.000  0.1220000E+04  0.1520000E+04  0.1260000E+04  0.1620000E+04  0.1860000E+04  0.1870000E+04  0.2030000E+04
      19200.000  0.1220000E+04  0.1520000E+04  0.1260000E+04  0.1620000E+04  0.1860000E+04  0.1870000E+04  0.2030000E+04
      19500.000  0.1220000E+04  0.1520000E+04  0.1260000E+04  0.1620000E+04  0.1860000E+04  0.1870000E+04  0.2030000E+04
      19800.000  0.1220000E+04  0.1520000E+04  0.1260000E+04  0.1620000E+04  0.1860000E+04  0.1870000E+04  0.2030000E+04
      20100.000  0.1220000E+04  0.1520000E+04  0.1260000E+04  0.1620000E+04  0.1860000E+04  0.1870000E+04  0.2030000E+04
      20400.000  0.1220000E+04  0.1520000E+04  0.1260000E+04  0.1620000E+04  0.1860000E+04  0.1870000E+04  0.2030000E+04
      20700.000  0.1220000E+04  0.1520000E+04  0.1260000E+04  0.1620000E+04  0.1860000E+04  0.1870000E+04  0.2030000E+04
      21000.000  0.1220000E+04  0.1520000E+04  0.1260000E+04  0.1620000E+04  0.1859999E+04  0.1870000E+04  0.2030000E+04
      21300.000  0.1220000E+04  0.1520000E+04  0.1260001E+04  0.1620000E+04  0.1859999E+04  0.1870000E+04  0.2030000E+04
      21600.000  0.1220000E+04  0.1520000E+04  0.1260001E+04  0.1620000E+04  0.1859999E+04  0.1870000E+04  0.2030000E+04
      21900.000  0.1220000E+04  0.1520000E+04  0.1260002E+04  0.1620000E+04  0.1859999E+04  0.1870000E+04  0.2030000E+04
      22200.000  0.1220000E+04  0.1520000E+04  0.1260002E+04  0.1620000E+04  0.1859998E+04  0.1869999E+04  0.2030000E+04
      22500.000  0.1220000E+04  0.1520000E+04  0.1260003E+04  0.1620000E+04  0.1859998E+04  0.1869999E+04  0.2030000E+04
      22800.000  0.1220000E+04  0.1520000E+04  0.1260004E+04  0.1620000E+04  0.1859997E+04  0.1869999E+04  0.2030000E+04
      23100.000  0.1220000E+04  0.1519999E+04  0.1260006E+04  0.1620000E+04  0.1859997E+04  0.1869999E+04  0.2030000E+04
      23400.000  0.1220000E+04  0.1519999E+04  0.1260007E+04  0.1620000E+04  0.1859996E+04  0.1869998E+04  0.2030000E+04
      23700.000  0.1220000E+04  0.1519999E+04  0.1260010E+04  0.1620000E+04  0.1859995E+04  0.1869998E+04  0.2030000E+04
      24000.000  0.1220000E+04  0.1519999E+04  0.1260012E+04  0.1620000E+04  0.1859994E+04  0.1869997E+04  0.2029999E+04
      24300.000  0.1220000E+04  0.1519998E+04  0.1260015E+04  0.1619999E+04  0.1859993E+04  0.1869997E+04  0.2029999E+04
      24600.000  0.1220000E+04  0.1519998E+04  0.1260018E+04  0.1619999E+04  0.1859992E+04  0.1869996E+04  0.2029999E+04
      24900.000  0.1220000E+04  0.1519997E+04  0.1260022E+04  0.1619999E+04  0.1859990E+04  0.1869995E+04  0.2029999E+04
      25200.000  0.1220000E+04  0.1519997E+04  0.1260027E+04  0.1619999E+04  0.1859989E+04  0.1869994E+04  0.2029998E+04
      25500.000  0.1220001E+04  0.1519996E+04  0.1260032E+04  0.1619999E+04  0.1859987E+04  0.1869993E+04  0.2029998E+04
      25800.000  0.1220001E+04  0.1519996E+04  0.1260038E+04  0.1619998E+04  0.1859985E+04  0.1869992E+04  0.2029998E+04
      26100.000  0.1220001E+04  0.1519995E+04  0.1260043E+04  0.1619998E+04  0.1859983E+04  0.1869991E+04  0.2029997E+04
      26400.000  0.1220001E+04  0.1519994E+04  0.1260050E+04  0.1619998E+04  0.1859981E+04  0.1869990E+04  0.2029997E+04
      26700.000  0.1220001E+04  0.1519994E+04  0.1260056E+04  0.1619997E+04  0.1859979E+04  0.1869989E+04  0.2029997E+04
      27000.000  0.1220001E+04  0.1519993E+04  0.1260063E+04  0.1619997E+04  0.1859977E+04  0.1869988E+04  0.2029996E+04
      27300.000  0.1220001E+04  0.1519992E+04  0.1260070E+04  0.1619996E+04  0.1859975E+04  0.1869987E+04  0.2029996E+04
      27600.000  0.1220001E+04  0.1519991E+04  0.1260078E+04  0.1619996E+04  0.1859973E+04  0.1869985E+04  0.2029995E+04
      27900.000  0.1220001E+04  0.1519991E+04  0.1260087E+04  0.1619995E+04  0.1859971E+04  0.1869984E+04  0.2029995E+04
      28200.000  0.1220001E+04  0.1519990E+04  0.1260096E+04  0.1619994E+04  0.1859969E+04  0.1869983E+04  0.2029994E+04
      28500.000  0.1220001E+04  0.1519989E+04  0.1260107E+04  0.1619993E+04  0.1859967E+04  0.1869981E+04  0.2029994E+04
      28800.000  0.1220001E+04  0.1519988E+04  0.1260121E+04  0.1619991E+04  0.1859964E+04  0.1869980E+04  0.2029993E+04
      29100.000  0.1220001E+04  0.1519987E+04  0.1260136E+04  0.1619989E+04  0.1859962E+04  0.1869979E+04  0.2029992E+04
      29400.000  0.1220001E+04  0.1519986E+04  0.1260154E+04  0.1619986E+04  0.1859960E+04  0.1869977E+04  0.2029992E+04
      29700.000  0.1220001E+04  0.1519985E+04  0.1260174E+04  0.1619983E+04  0.1859957E+04  0.1869976E+04  0.2029991E+04
      30000.000  0.1220001E+04  0.1519984E+04  0.1260195E+04  0.1619980E+04  0.1859955E+04  0.1869975E+04  0.2029991E+04
      30300.000  0.1220001E+04  0.1519984E+04  0.1260218E+04  0.1619976E+04  0.1859953E+04  0.1869973E+04  0.2029990E+04
      30600.000  0.1220001E+04  0.1519983E+04  0.1260242E+04  0.1619972E+04  0.1859950E+04  0.1869972E+04  0.2029989E+04
      30900.000  0.1220001E+04  0.1519982E+04  0.1260267E+04  0.1619967E+04  0.1859948E+04  0.1869970E+04  0.2029989E+04
      31200.000  0.1220001E+04  0.1519981E+04  0.1260294E+04  0.1619962E+04  0.1859945E+04  0.1869969E+04  0.2029988E+04
      31500.000  0.1220001E+04  0.1519980E+04  0.1260323E+04  0.1619957E+04  0.1859943E+04  0.1869967E+04  0.2029988E+04
      31800.000  0.1220000E+04  0.1519979E+04  0.1260353E+04  0.1619952E+04  0.1859940E+04  0.1869966E+04  0.2029987E+04
      32100.000  0.1220000E+04  0.1519978E+04  0.1260384E+04  0.1619946E+04  0.1859938E+04  0.1869964E+04  0.2029986E+04
      32400.000  0.1220000E+04  0.1519977E+04  0.1260418E+04  0.1619940E+04  0.1859935E+04  0.1869963E+04  0.2029986E+04
      32700.000  0.1220000E+04  0.1519976E+04  0.1260452E+04  0.1619933E+04  0.1859932E+04  0.1869961E+04  0.2029985E+04
      33000.000  0.1220000E+04  0.1519975E+04  0.1260488E+04  0.1619927E+04  0.1859930E+04  0.1869960E+04  0.2029984E+04
      33300.000  0.1220000E+04  0.1519974E+04  0.1260523E+04  0.1619920E+04  0.1859927E+04  0.1869958E+04  0.2029984E+04
      33600.000  0.1219999E+04  0.1519973E+04  0.1260559E+04  0.1619913E+04  0.1859925E+04  0.1869957E+04  0.2029983E+04
      33900.000  0.1219999E+04  0.1519972E+04  0.1260595E+04  0.1619906E+04  0.1859922E+04  0.1869955E+04  0.2029982E+04
      34200.000  0.1219999E+04  0.1519971E+04  0.1260630E+04  0.1619900E+04  0.1859919E+04  0.1869953E+04  0.2029982E+04
      34500.000  0.1219999E+04  0.1519970E+04  0.1260665E+04  0.1619893E+04  0.1859917E+04  0.1869952E+04  0.2029981E+04
      34800.000  0.1219998E+04  0.1519969E+04  0.1260700E+04  0.1619887E+04  0.1859914E+04  0.1869950E+04  0.2029980E+04
      35100.000  0.1219998E+04  0.1519968E+04  0.1260734E+04  0.1619880E+04  0.1859912E+04  0.1869949E+04  0.2029980E+04
      35400.000  0.1219998E+04  0.1519967E+04  0.1260768E+04  0.1619874E+04  0.1859909E+04  0.1869947E+04  0.2029979E+04
      35700.000  0.1219997E+04  0.1519966E+04  0.1260801E+04  0.1619868E+04  0.1859906E+04  0.1869946E+04  0.2029978E+04
      36000.000  0.1219997E+04  0.1519965E+04  0.1260834E+04  0.1619862E+04  0.1859904E+04  0.1869944E+04  0.2029977E+04
      36300.000  0.1219997E+04  0.1519964E+04  0.1260867E+04  0.1619856E+04  0.1859901E+04  0.1869943E+04  0.2029977E+04
      36600.000  0.1219996E+04  0.1519963E+04  0.1260899E+04  0.1619850E+04  0.1859899E+04  0.1869941E+04  0.2029976E+04
      36900.000  0.1219996E+04  0.1519962E+04  0.1260930E+04  0.1619844E+04  0.1859896E+04  0.1869939E+04  0.2029975E+04
      37200.000  0.1219996E+04  0.1519961E+04  0.1260961E+04  0.1619838E+04  0.1859893E+04  0.1869938E+04  0.2029975E+04
      37500.000  0.1219995E+04  0.1519960E+04  0.1260991E+04  0.1619833E+04  0.1859891E+04  0.1869936E+04  0.2029974E+04
      37800.000  0.1219995E+04  0.1519959E+04  0.1261021E+04  0.1619828E+04  0.1859888E+04  0.1869935E+04  0.2029973E+04
      38100.000  0.1219994E+04  0.1519958E+04  0.1261051E+04  0.1619822E+04  0.1859886E+04  0.1869933E+04  0.2029973E+04
      38400.000  0.1219994E+04  0.1519957E+04  0.1261079E+04  0.1619817E+04  0.1859883E+04  0.1869932E+04  0.2029972E+04
      38700.000  0.1219994E+04  0.1519956E+04  0.1261108E+04  0.1619812E+04  0.1859880E+04  0.1869930E+04  0.2029971E+04
      39000.000  0.1219993E+04  0.1519955E+04  0.1261135E+04  0.1619807E+04  0.1859878E+04  0.1869929E+04  0.2029971E+04
      39300.000  0.1219993E+04  0.1519954E+04  0.1261162E+04  0.1619803E+04  0.1859875E+04  0.1869927E+04  0.2029970E+04
      39600.000  0.1219993E+04  0.1519953E+04  0.1261189E+04  0.1619798E+04  0.1859873E+04  0.1869926E+04  0.2029969E+04
      39900.000  0.1219993E+04  0.1519952E+04  0.1261215E+04  0.1619794E+04  0.1859870E+04  0.1869924E+04  0.2029969E+04
      40200.000  0.1219992E+04  0.1519951E+04  0.1261241E+04  0.1619789E+04  0.1859867E+04  0.1869922E+04  0.2029968E+04
      40500.000  0.1219992E+04  0.1519950E+04  0.1261266E+04  0.1619785E+04  0.1859865E+04  0.1869921E+04  0.2029967E+04
      40800.000  0.1219992E+04  0.1519949E+04  0.1261291E+04  0.1619781E+04  0.1859862E+04  0.1869919E+04  0.2029967E+04
      41100.000  0.1219991E+04  0.1519948E+04  0.1261315E+04  0.1619777E+04  0.1859860E+04  0.1869918E+04  0.2029966E+04
      41400.000  0.1219991E+04  0.1519947E+04  0.1261339E+04  0.1619773E+04  0.1859857E+04  0.1869916E+04  0.2029965E+04
      41700.000  0.1219991E+04  0.1519946E+04  0.1261362E+04  0.1619769E+04  0.1859854E+04  0.1869915E+04  0.2029965E+04
      42000.000  0.1219990E+04  0.1519945E+04  0.1261385E+04  0.1619765E+04  0.1859852E+04  0.1869913E+04  0.2029964E+04
      42300.000  0.1219990E+04  0.1519944E+04  0.1261408E+04  0.1619762E+04  0.1859849E+04  0.1869912E+04  0.2029963E+04
      42600.000  0.1219990E+04  0.1519943E+04  0.1261430E+04  0.1619758E+04  0.1859847E+04  0.1869910E+04  0.2029962E+04
      42900.000  0.1219990E+04  0.1519942E+04  0.1261452E+04  0.1619755E+04  0.1859844E+04  0.1869908E+04  0.2029962E+04
      43200.000  0.1219989E+04  0.1519941E+04  0.1261474E+04  0.1619751E+04  0.1859841E+04  0.1869907E+04  0.2029961E+04
      43500.000  0.1219989E+04  0.1519940E+04  0.1261495E+04  0.1619748E+04  0.1859839E+04  0.1869905E+04  0.2029960E+04
      43800.000  0.1219989E+04  0.1519939E+04  0.1261516E+04  0.1619745E+04  0.1859836E+04  0.1869904E+04  0.2029960E+04
      44100.000  0.1219989E+04  0.1519938E+04  0.1261536E+04  0.1619742E+04  0.1859834E+04  0.1869902E+04  0.2029959E+04
      44400.000  0.1219988E+04  0.1519937E+04  0.1261556E+04  0.1619738E+04  0.1859831E+04  0.1869901E+04  0.2029958E+04
      44700.000  0.1219988E+04  0.1519936E+04  0.1261576E+04  0.1619735E+04  0.1859828E+04  0.1869899E+04  0.2029958E+04
      45000.000  0.1219988E+04  0.1519935E+04  0.1261596E+04  0.1619733E+04  0.1859826E+04  0.1869898E+04  0.2029957E+04
      45300.000  0.1219988E+04  0.1519934E+04  0.1261615E+04  0.1619730E+04  0.1859823E+04  0.1869896E+04  0.2029956E+04
      45600.000  0.1219988E+04  0.1519933E+04  0.1261634E+04  0.1619727E+04  0.1859821E+04  0.1869895E+04  0.2029956E+04
      45900.000  0.1219987E+04  0.1519932E+04  0.1261652E+04  0.1619724E+04  0.1859818E+04  0.1869893E+04  0.2029955E+04
      46200.000  0.1219987E+04  0.1519931E+04  0.1261670E+04  0.1619722E+04  0.1859815E+04  0.1869891E+04  0.2029954E+04
      46500.000  0.1219987E+04  0.1519930E+04  0.1261688E+04  0.1619719E+04  0.1859813E+04  0.1869890E+04  0.2029954E+04
      46800.000  0.1219987E+04  0.1519929E+04  0.1261706E+04  0.1619717E+04  0.1859810E+04  0.1869888E+04  0.2029953E+04
      47100.000  0.1219987E+04  0.1519928E+04  0.1261723E+04  0.1619714E+04  0.1859808E+04  0.1869887E+04  0.2029952E+04
      47400.000  0.1219986E+04  0.1519927E+04  0.1261740E+04  0.1619712E+04  0.1859805E+04  0.1869885E+04  0.2029952E+04
      47700.000  0.1219986E+04  0.1519926E+04  0.1261756E+04  0.1619710E+04  0.1859802E+04  0.1869884E+04  0.2029951E+04
      48000.000  0.1219986E+04  0.1519925E+04  0.1261773E+04  0.1619708E+04  0.1859800E+04  0.1869882E+04  0.2029950E+04
      48300.000  0.1219986E+04  0.1519924E+04  0.1261789E+04  0.1619706E+04  0.1859797E+04  0.1869881E+04  0.2029949E+04
      48600.000  0.1219986E+04  0.1519922E+04  0.1261805E+04  0.1619704E+04  0.1859795E+04  0.1869879E+04  0.2029949E+04
      48900.000  0.1219986E+04  0.1519921E+04  0.1261820E+04  0.1619702E+04  0.1859792E+04  0.1869877E+04  0.2029948E+04
      49200.000  0.1219985E+04  0.1519920E+04  0.1261836E+04  0.1619700E+04  0.1859789E+04  0.1869876E+04  0.2029947E+04
      49500.000  0.1219985E+04  0.1519919E+04  0.1261851E+04  0.1619698E+04  0.1859787E+04  0.1869874E+04  0.2029947E+04
      49800.000  0.1219985E+04  0.1519918E+04  0.1261866E+04  0.1619696E+04  0.1859784E+04  0.1869873E+04  0.2029946E+04
      50100.000  0.1219985E+04  0.1519917E+04  0.1261881E+04  0.1619694E+04  0.1859782E+04  0.1869871E+04  0.2029945E+04
      50400.000  0.1219985E+04  0.1519916E+04  0.1261895E+04  0.1619692E+04  0.1859779E+04  0.1869870E+04  0.2029945E+04
      50700.000  0.1219985E+04  0.1519915E+04  0.1261910E+04  0.1619690E+04  0.1859776E+04  0.1869868E+04  0.2029944E+04
      51000.000  0.1219984E+04  0.1519914E+04  0.1261924E+04  0.1619689E+04  0.1859774E+04  0.1869867E+04  0.2029943E+04
      51300.000  0.1219984E+04  0.1519913E+04  0.1261938E+04  0.1619687E+04  0.1859771E+04  0.1869865E+04  0.2029943E+04
      51600.000  0.1219984E+04  0.1519912E+04  0.1261952E+04  0.1619686E+04  0.1859769E+04  0.1869863E+04  0.2029942E+04
      51900.000  0.1219984E+04  0.1519911E+04  0.1261966E+04  0.1619684E+04  0.1859766E+04  0.1869862E+04  0.2029941E+04
      52200.000  0.1219984E+04  0.1519910E+04  0.1261980E+04  0.1619682E+04  0.1859763E+04  0.1869860E+04  0.2029941E+04
      52500.000  0.1219984E+04  0.1519909E+04  0.1261994E+04  0.1619681E+04  0.1859761E+04  0.1869859E+04  0.2029940E+04
      52800.000  0.1219984E+04  0.1519908E+04  0.1262007E+04  0.1619679E+04  0.1859758E+04  0.1869857E+04  0.2029939E+04
      53100.000  0.1219983E+04  0.1519907E+04  0.1262020E+04  0.1619678E+04  0.1859756E+04  0.1869856E+04  0.2029939E+04
      53400.000  0.1219983E+04  0.1519906E+04  0.1262034E+04  0.1619676E+04  0.1859753E+04  0.1869854E+04  0.2029938E+04
      53700.000  0.1219983E+04  0.1519905E+04  0.1262047E+04  0.1619675E+04  0.1859750E+04  0.1869853E+04  0.2029937E+04
      54000.000  0.1219983E+04  0.1519904E+04  0.1262060E+04  0.1619674E+04  0.1859748E+04  0.1869851E+04  0.2029936E+04
      54300.000  0.1219983E+04  0.1519903E+04  0.1262073E+04  0.1619672E+04  0.1859745E+04  0.1869850E+04  0.2029936E+04
      54600.000  0.1219983E+04  0.1519902E+04  0.1262085E+04  0.1619671E+04  0.1859743E+04  0.1869848E+04  0.2029935E+04
      54900.000  0.1219983E+04  0.1519901E+04  0.1262098E+04  0.1619670E+04  0.1859740E+04  0.1869846E+04  0.2029934E+04
      55200.000  0.1219983E+04  0.1519900E+04  0.1262111E+04  0.1619668E+04  0.1859737E+04  0.1869845E+04  0.2029934E+04
      55500.000  0.1219982E+04  0.1519899E+04  0.1262123E+04  0.1619667E+04  0.1859735E+04  0.1869843E+04  0.2029933E+04
      55800.000  0.1219982E+04  0.1519898E+04  0.1262135E+04  0.1619666E+04  0.1859732E+04  0.1869842E+04  0.2029932E+04
      56100.000  0.1219982E+04  0.1519897E+04  0.1262148E+04  0.1619665E+04  0.1859730E+04  0.1869840E+04  0.2029932E+04
      56400.000  0.1219982E+04  0.1519896E+04  0.1262160E+04  0.1619664E+04  0.1859727E+04  0.1869839E+04  0.2029931E+04
      56700.000  0.1219982E+04  0.1519895E+04  0.1262172E+04  0.1619662E+04  0.1859724E+04  0.1869837E+04  0.2029930E+04
      57000.000  0.1219982E+04  0.1519894E+04  0.1262184E+04  0.1619661E+04  0.1859722E+04  0.1869836E+04  0.2029930E+04
      57300.000  0.1219982E+04  0.1519893E+04  0.1262196E+04  0.1619660E+04  0.1859719E+04  0.1869834E+04  0.2029929E+04
      57600.000  0.1219982E+04  0.1519892E+04  0.1262208E+04  0.1619659E+04  0.1859717E+04  0.1869832E+04  0.2029928E+04
      57900.000  0.1219981E+04  0.1519891E+04  0.1262220E+04  0.1619658E+04  0.1859714E+04  0.1869831E+04  0.2029928E+04
      58200.000  0.1219981E+04  0.1519890E+04  0.1262232E+04  0.1619657E+04  0.1859711E+04  0.1869829E+04  0.2029927E+04
      58500.000  0.1219981E+04  0.1519889E+04  0.1262244E+04  0.1619656E+04  0.1859709E+04  0.1869828E+04  0.2029926E+04
      58800.000  0.1219981E+04  0.1519888E+04  0.1262255E+04  0.1619655E+04  0.1859706E+04  0.1869826E+04  0.2029926E+04
      59100.000  0.1219981E+04  0.1519887E+04  0.1262267E+04  0.1619653E+04  0.1859704E+04  0.1869825E+04  0.2029925E+04
      59400.000  0.1219981E+04  0.1519886E+04  0.1262278E+04  0.1619652E+04  0.1859701E+04  0.1869823E+04  0.2029924E+04
      59700.000  0.1219981E+04  0.1519885E+04  0.1262290E+04  0.1619651E+04  0.1859698E+04  0.1869822E+04  0.2029924E+04
      60000.000  0.1219981E+04  0.1519884E+04  0.1262301E+04  0.1619650E+04  0.1859696E+04  0.1869820E+04  0.2029923E+04
      60300.000  0.1219981E+04  0.1519883E+04  0.1262313E+04  0.1619649E+04  0.1859693E+04  0.1869818E+04  0.2029922E+04
